The correlation n the number of crime events between two beats are as follows:
('1724-2523', 0.9987805706301827)
('0732-1433', 0.998777265409112)
('0225-2514', 0.9987759967002452)
('0225-0432', 0.9987735688919434)
('0812-1651', 0.9987720554164656)
('0422-2525', 0.9987699197647477)
('1433-2515', 0.9987665636643082)
('0314-1424', 0.9987659785394475)
('1523-1532', 0.9987652012194967)
('0633-2212', 0.9987624142223857)
('1623-1922', 0.9987610873461217)
('0333-0631', 0.9987584347336345)
('0513-0524', 0.9987550602121523)
('1623-1733', 0.9987546703377523)
('0512-1733', 0.9987509615053722)
('1631-2524', 0.9987475150233293)
('0312-1235', 0.9987466122612931)
('0612-1214', 0.998746449164757)
('2012-2022', 0.9987462171420329)
('1712-2212', 0.9987447336449198)
('0532-1011', 0.9987440328723768)
('0933-1431', 0.9987434767048023)
('0623-2413', 0.998741060667496)
('0333-1012', 0.9987384235623925)
('0232-0725', 0.9987354949732616)
('0511-0733', 0.9987343297248937)
('0912-1234', 0.9987340949847732)
('0715-1651', 0.9987309305064571)
('0723-1032', 0.9987268320194321)
('1611-2512', 0.9987248205415191)
('0825-1011', 0.998721931235813)
('0524-0835', 0.9987210451773029)
('0124-0211', 0.9987200485648626)
('0723-0812', 0.9987173075684063)
('0413-1433', 0.9987155081115082)
('1212-2031', 0.998714166590279)
('1421-1631', 0.9987110029892206)
('1235-1911', 0.9987084640407655)
('0421-0621', 0.9987077406953118)
('0634-0715', 0.9987023915213946)
('0711-2213', 0.9986989851082179)
('1511-1622', 0.9986902034878969)
('0715-2515', 0.9986869160427576)
('0332-1011', 0.9986853839374703)
('0923-1211', 0.9986800974292289)
('2531-2535', 0.9986786879373557)
('1235-1634', 0.9986782871789592)
('0821-1923', 0.9986755405126257)
('0912-1654', 0.9986737846865615)
('0633-1225', 0.9986730557629183)
('0814-1031', 0.9986710914635276)
('0332-0611', 0.9986634340514223)
('1512-1533', 0.9986612357487604)
('0431-0722', 0.9986516245360489)
('1935-2033', 0.9986488670016666)
('0813-1623', 0.9986479621046838)
('0726-1824', 0.9986461704573745)
('1432-1923', 0.9986457430127442)
('0413-0423', 0.9986441238294355)
('0113-2523', 0.998637362010017)
('0422-0811', 0.9986339351859098)
('0531-1623', 0.9986327894173186)
('0715-0814', 0.9986317420514942)
('1034-1225', 0.9986307762573176)
('1924-2222', 0.9986306112089207)
('1235-2521', 0.9986257074502937)
('1032-2223', 0.9986239367391714)
('0634-2011', 0.9986215927153925)
('0432-0913', 0.9986140350678195)
('0823-1923', 0.998612217093509)
('0213-0723', 0.9986115820842264)
('0213-2213', 0.9986112766512757)
('0725-1124', 0.9986096304835516)
('0423-2221', 0.9986092607326892)
('0124-1012', 0.9986082918280016)
('0524-2233', 0.9986066021898513)
('0714-1511', 0.9985978105573041)
('0714-0735', 0.9985969844169996)
('0821-1913', 0.9985969354155275)
('0524-1733', 0.9985967339367001)
('1225-1523', 0.9985954603674638)
('1421-2535', 0.9985953141551313)
('1631-2531', 0.9985934089872716)
('1013-2024', 0.9985909961718846)
('0812-0814', 0.9985863005956579)
('0711-2232', 0.998583113548589)
('1915-1931', 0.9985824652214663)
('0512-0531', 0.9985808512650459)
('0331-1012', 0.9985769692442097)
('0323-1633', 0.9985767021011501)
('1932-1935', 0.9985672510473018)
('0312-0414', 0.9985667757696174)
('0114-2023', 0.9985628944521027)
('0411-0612', 0.9985597892340402)
('0714-1121', 0.9985593112649714)
('0835-1622', 0.9985579697035809)
('0421-1125', 0.9985568481697624)
('0932-1034', 0.9985534517781139)
('1431-1523', 0.9985474492891907)
('1121-1623', 0.9985438932127164)
('0513-1125', 0.9985438136201089)
('1033-2031', 0.998541050414449)
('0822-1621', 0.9985408209881437)
('0523-1011', 0.9985338209118647)
('0113-1724', 0.9985327880158381)
('0513-2233', 0.9985310967321226)
('1131-1412', 0.9985307769745368)
('0432-0932', 0.9985291410307228)
('0634-2515', 0.998527985140147)
('0734-2233', 0.9985273133592252)
('0613-0812', 0.9985232036338786)
('0932-1421', 0.9985207562410118)
('0634-2533', 0.9985191524691199)
('1913-1923', 0.998519059641309)
('0823-2232', 0.998514708573339)
('1134-2211', 0.9985100198777856)
('0924-1624', 0.9985041020323844)
('1932-2033', 0.9985020666829193)
('1111-1413', 0.9985006745730179)
('0333-0722', 0.998496387279998)
('0612-1915', 0.9984959517445444)
('0613-0723', 0.9984934661060881)
('0732-2232', 0.9984875945035413)
('1621-1631', 0.9984872480926748)
('1915-2011', 0.9984869766001404)
('1014-1522', 0.9984843888867757)
('0312-0735', 0.9984829744463923)
('0634-1931', 0.9984816417699928)
('1911-2523', 0.9984791957337852)
('0323-0524', 0.9984786645933392)
('0834-0922', 0.9984732623329404)
('0221-1622', 0.9984707967831451)
('0124-1934', 0.9984654541957557)
('1824-2211', 0.9984653697433722)
('0633-2512', 0.9984647350409613)
('0822-2531', 0.9984634422779568)
('0324-0624', 0.9984631513058319)
('1532-1823', 0.9984628706146567)
('0732-1032', 0.9984615400147233)
('0431-2412', 0.9984604587117927)
('0613-1512', 0.9984534751035926)
('1013-1022', 0.9984528655877065)
('1034-1421', 0.9984508137733963)
('0331-1934', 0.9984507805105901)
('0513-0724', 0.9984500129311082)
('0815-1411', 0.998449064124143)
('0213-0413', 0.9984444956414796)
('0915-0923', 0.9984378716156693)
('0212-2233', 0.998437306594469)
('0221-1712', 0.9984364029976177)
('0733-1433', 0.9984342082942773)
('1034-1413', 0.9984320207586634)
('0225-0913', 0.9984279336855275)
('1032-1524', 0.9984277451545026)
('0424-0632', 0.9984275442285098)
('0821-1614', 0.9984258254207924)
('0923-1523', 0.9984231983581624)
('0724-0734', 0.9984207781530475)
('0131-1824', 0.9984202259732724)
('0224-0711', 0.9984178053759694)
('1125-1623', 0.9984170618415985)
('0232-1623', 0.9984147176222962)
('0915-1523', 0.9984137444049189)
('1811-2024', 0.9984131147122843)
('0312-1125', 0.9984113623899041)
('1013-1932', 0.9984072712850504)
('0312-0513', 0.9984029191733409)
('1511-2234', 0.9984015822936665)
('0522-0524', 0.9983979972247962)
('0531-0835', 0.9983975380123197)
('1113-2431', 0.9983925681262401)
('0822-1221', 0.9983849604082583)
('0633-1712', 0.9983823004563943)
('0334-1214', 0.9983818259802894)
('1121-1511', 0.9983794865095013)
('0334-0411', 0.9983770800415432)
('0725-1135', 0.9983755748417872)
('0331-0914', 0.9983724575389135)
('0725-0814', 0.9983686174316054)
('0113-1634', 0.9983637206529534)
('0621-2515', 0.9983618090368206)
('0621-0724', 0.9983617838651571)
('0431-2213', 0.9983608880283481)
('0124-0914', 0.9983607782812137)
('0524-1623', 0.9983506518134792)
('0421-1235', 0.9983499392615133)
('0214-1211', 0.9983496895407562)
('1223-2222', 0.998348667950364)
('1014-1531', 0.9983453102943753)
('0714-1911', 0.9983431001958035)
('1932-1933', 0.9983359137821173)
('0823-1512', 0.998335826880847)
('0131-0232', 0.9983357561556374)
('1422-1612', 0.9983353076536005)
('0211-1013', 0.9983332950138255)
('1432-1512', 0.9983303297501387)
('0432-2535', 0.9983248233860516)
('0323-1125', 0.9983235333171561)
('0124-0634', 0.9983202003127227)
('0212-1915', 0.9983147758819559)
('0522-1125', 0.9983147066582484)
('0131-1633', 0.998313123289882)
('0624-1132', 0.998309393685248)
('0431-1524', 0.9983071696732061)
('0234-0523', 0.9983050641307382)
('0732-0814', 0.9983018593156491)
('0412-1225', 0.9983001245074158)
('0432-1631', 0.9982979285901576)
('0621-1915', 0.9982976188957117)
('1222-1223', 0.9982958225783002)
('0414-1432', 0.9982931771231696)
('0632-0735', 0.9982886266933102)
('0232-1922', 0.9982883585825915)
('0722-2412', 0.9982862018575087)
('1632-2525', 0.998285879210767)
('0332-0825', 0.9982843374808881)
('1012-2213', 0.9982824997327713)
('0533-1934', 0.9982812443483361)
('1831-1833', 0.9982809932874298)
('0932-1111', 0.998278215090594)
('0122-1934', 0.9982781816521599)
('0231-1231', 0.9982756318915659)
('2213-2412', 0.998275564672942)
('0533-0624', 0.9982753452599228)
('1135-2515', 0.998274183045017)
('0822-2524', 0.9982735920724525)
('0323-1733', 0.9982710523229006)
('0915-2512', 0.9982709243779728)
('1931-2515', 0.9982707934961182)
('0211-2413', 0.998270351901668)
('0723-0814', 0.9982688097622628)
('0723-0821', 0.9982687583307285)
('0232-0813', 0.9982621748906007)
('0522-1121', 0.998256056118937)
('1624-2211', 0.9982545799739707)
('1125-1511', 0.9982545018432117)
('0724-2011', 0.9982542873385456)
('0921-1432', 0.9982536730726407)
('1623-1624', 0.9982521904860259)
('0423-1032', 0.9982511199093114)
('0531-1125', 0.9982494542871542)
('0231-1922', 0.9982483270314612)
('1731-1824', 0.9982472805966175)
('0213-0613', 0.9982404399344086)
('1034-1722', 0.9982387995017976)
('1915-1933', 0.9982385978332896)
('0211-1122', 0.9982376491699289)
('0222-1724', 0.9982368606257649)
('0214-1431', 0.9982347657210825)
('1523-1823', 0.9982346989885735)
('0522-2212', 0.9982343181370376)
('0524-1135', 0.9982342568728532)
('1031-2223', 0.9982338723744372)
('0723-1612', 0.9982323004779708)
('0333-0423', 0.9982303300253104)
('0225-1722', 0.9982297237477589)
('0434-1422', 0.998229327177078)
('0222-0334', 0.9982270062447517)
('0234-1124', 0.9982259290667083)
('1623-2233', 0.9982248525403071)
('1713-1914', 0.9982226989185664)
('0715-2011', 0.9982226310333444)
('1931-1932', 0.9982220816107922)
('0621-1121', 0.9982215932312865)
('0513-0714', 0.9982179603576753)
('1013-2533', 0.9982174013579028)
('0925-2521', 0.9982171441717086)
('1132-1232', 0.9982150309312887)
('0632-1121', 0.9982130223821375)
('0312-0632', 0.9982114083533251)
('0131-0512', 0.9982111372128216)
('1032-1533', 0.9982080969516622)
('0522-1231', 0.9982074204410265)
('0915-1225', 0.9982063253369837)
('0913-2514', 0.9982034119666089)
('0714-1011', 0.9982023555328847)
('0522-1624', 0.998200168175685)
('1134-1624', 0.998198609980605)
('0221-2233', 0.9981939877062324)
('1124-1733', 0.998193218051589)
('1113-1215', 0.9981930624349968)
('1412-1824', 0.9981888647455013)
('0412-1221', 0.9981849293661504)
('0912-2514', 0.9981834643527772)
('0624-0631', 0.9981734615347917)
('0133-1634', 0.9981724585156814)
('1933-2515', 0.9981717525993474)
('0312-0621', 0.9981678890453053)
('0421-0524', 0.9981673031308715)
('0522-1135', 0.9981625245585692)
('1524-1612', 0.9981625079249622)
('0523-2515', 0.9981609123914741)
('0221-0531', 0.9981603615228642)
('1011-1915', 0.9981591899395031)
('0331-1233', 0.9981577828429691)
('1032-1223', 0.9981576722471683)
('1031-1651', 0.9981569921715923)
('0133-0732', 0.9981568976790061)
('1624-1824', 0.9981554600751174)
('0321-0632', 0.9981549611201314)
('1135-1623', 0.9981545133859263)
('1225-1823', 0.9981544401227933)
('1213-2532', 0.9981534184981987)
('0413-0715', 0.9981527977566466)
('0825-2233', 0.9981507563497863)
('0812-2222', 0.9981502607707674)
('1532-2522', 0.9981491651448183)
('1621-2535', 0.9981485175606574)
('0431-0732', 0.9981458176321456)
('1833-2033', 0.9981446212880353)
('1231-1623', 0.998144219786372)
('0612-1132', 0.9981428102866623)
('1023-1432', 0.9981389682277122)
('1111-1722', 0.9981370897881384)
('0133-1524', 0.9981231487583611)
('0132-0313', 0.9981220768254853)
('1225-2512', 0.9981208446241618)
('0914-2533', 0.998117245384784)
('0225-1033', 0.9981169592666693)
('0513-2515', 0.9981123741215312)
('1512-2222', 0.9981115623824199)
('1022-1811', 0.9981115326249219)
('0634-1433', 0.9981099121900692)
('0124-1233', 0.9981091148346878)
('0321-1712', 0.9981085346558869)
('0833-0915', 0.9981051973404976)
('0913-1034', 0.9981049760918017)
('1024-1934', 0.998103578391599)
('0323-0935', 0.9981035352100277)
('0434-0921', 0.9981027426895361)
('1235-2232', 0.9981005736602513)
('0825-1911', 0.9980979234412739)
('1634-2232', 0.998096147679472)
('0321-1823', 0.9980906302164824)
('0213-0823', 0.9980904041526867)
('0131-2212', 0.9980831200384742)
('1121-1733', 0.9980807204151627)
('0915-1422', 0.9980805513008288)
('0332-2023', 0.9980748060766511)
('0623-1022', 0.9980743604738773)
('1622-1623', 0.9980716256718416)
('0632-2233', 0.9980696463598756)
('0421-0632', 0.9980680359624042)
('0513-1235', 0.9980648403591431)
('0221-1121', 0.9980642383120116)
('1654-2031', 0.9980614903378034)
('0823-1023', 0.9980602719881493)
('0921-1512', 0.998059592482811)
('0722-2221', 0.9980593765426341)
('0432-0822', 0.9980538862130041)
('0224-0414', 0.998049729838157)
('1131-1723', 0.9980489626675529)
('0614-2523', 0.9980483844758444)
('0724-1933', 0.9980477553142052)
('1022-1934', 0.9980475738676977)
('1022-2024', 0.9980473647163888)
('0413-0711', 0.9980444904237528)
('0133-0711', 0.9980412664096194)
('0822-0913', 0.9980406807644315)
('0812-1032', 0.9980392863672273)
('0621-1911', 0.9980356048487016)
('0724-1931', 0.9980354553702856)
('0912-1212', 0.9980336368261816)
('0832-1911', 0.9980331697560451)
('0312-1733', 0.9980322624294926)
('0314-0614', 0.9980317288659933)
('0412-1823', 0.9980315183678184)
('0413-1012', 0.9980297400321634)
('0522-0835', 0.9980288069782517)
('0424-1712', 0.99802868230278)
('1023-2412', 0.9980222523014394)
('0122-1024', 0.9980207012840554)
('0821-2512', 0.998020158608239)
('0331-0634', 0.9980186450136417)
('0421-0611', 0.998015574656349)
('0423-0732', 0.9980129892525322)
('1032-1512', 0.9980117448053528)
('0734-1235', 0.9980094649304725)
('0824-0925', 0.9980069725431027)
('0231-0234', 0.9980020267334802)
('0821-1031', 0.9980017531924935)
('0431-1223', 0.9979968528681241)
('0734-1011', 0.997995038752742)
('0921-1923', 0.9979949246076654)
('0531-0633', 0.9979889944463399)
('0413-2515', 0.9979886432887024)
('0232-1231', 0.9979874651370209)
('1421-1523', 0.9979871750025)
('1912-2211', 0.9979858375885184)
('1212-1732', 0.9979836145310469)
('0711-2221', 0.9979825887717908)
('0924-1131', 0.99798169664356)
('0414-2521', 0.9979814712229704)
('0221-1623', 0.9979782077247742)
('0723-1432', 0.9979764690137921)
('0412-0434', 0.9979733730089315)
('0611-0734', 0.9979716610997591)
('0131-0713', 0.9979702820269888)
('1124-2515', 0.9979680460553694)
('0923-1225', 0.997966698852397)
('0312-2232', 0.9979652130224894)
('1711-2013', 0.997964259805232)
('0634-1915', 0.9979597904940999)
('1624-1633', 0.9979590016576919)
('1013-1931', 0.9979564866537803)
('1532-2531', 0.9979552786789001)
('0221-0522', 0.9979546675280939)
('0611-1011', 0.9979542902322055)
